413     ,402     ,300   ,      , 413,0
414     ,402     ,300   ,      , 414,0
415     ,399     ,300   ,      , 415,0
416     ,420     ,300   ,      , 416,0
433     ,425     ,310   ,      , 433,0
434     ,424     ,310   ,      , 434,0
435     ,424     ,310   ,      , 435,0
438     ,429     ,311   ,      , 438,0
439     ,418     ,304   ,      , 439,0
440     ,429     ,309   ,      , 440,0
441     ,448     ,299   ,      , 441,0
442     ,448     ,299   ,      , 442,0
443     ,448     ,300   ,      , 443,0
444     ,448     ,299   ,      , 444,0
445     ,419     ,300   ,      , 445,0
446     ,421     ,302   ,      , 446,0
448     ,407     ,298   ,      , 448,0
449     ,407     ,298   ,      , 449,0
450     ,418     ,304   ,      , 450,0
451     ,418     ,304   ,      , 451,0
452     ,418     ,304   ,      , 452,0
453     ,418     ,304   ,      , 453,0
454     ,418     ,304   ,      , 454,0
455     ,419     ,303   ,      , 455,0
456     ,419     ,306   ,      , 456,0
459     ,396     ,311   ,      , 459,0
460     ,397     ,310   ,      , 460,0
465     ,392     ,314   ,      , 465,0
469     ,407     ,323   ,      , 469,0
480     ,423     ,321   ,      , 480,0
487     ,423     ,319   ,      , 487,0
489     ,423     ,319   ,      , 489,0
490     ,422     ,318   ,      , 490,0
491     ,422     ,318   ,      , 491,0
492     ,422     ,318   ,      , 492,0
493     ,431     ,304   ,      , 493,0
494     ,423     ,321   ,      , 494,0
496     ,406     ,321   ,      , 496,0
497     ,422     ,317   ,      , 497,0
498     ,423     ,321   ,      , 498,0
499     ,423     ,320   ,      , 499,0
500     ,423     ,319   ,      , 500,0
501     ,422     ,317   ,      , 501,0
502     ,422     ,317   ,      , 502,0
503     ,421     ,316   ,      , 503,0
506     ,421     ,317   ,      , 506,0
507     ,420     ,315   ,      , 507,0
508     ,420     ,315   ,      , 508,0
509     ,423     ,319   ,      , 509,0
510     ,423     ,319   ,      , 510,0
511     ,423     ,320   ,      , 511,0
512     ,422     ,317   ,      , 512,0
514     ,422     ,318   ,      , 514,0
515     ,410     ,315   ,      , 515,0
516     ,395     ,317   ,      , 516,0
519     ,430     ,309   ,      , 519,0
520     ,430     ,308   ,      , 520,0
521     ,430     ,309   ,      , 521,0
522     ,430     ,309   ,      , 522,0
523     ,431     ,308   ,      , 523,0
524     ,431     ,308   ,      , 524,0
525     ,431     ,308   ,      , 525,0
526     ,430     ,308   ,      , 526,0
533     ,431     ,308   ,      , 533,0
538     ,434     ,307   ,      , 538,0
539     ,431     ,308   ,      , 539,0
541     ,427     ,308   ,      , 541,0
542     ,427     ,309   ,      , 542,0
545     ,429     ,308   ,      , 545,0
551     ,429     ,309   ,      , 551,0
552     ,429     ,309   ,      , 552,0
553     ,430     ,305   ,      , 553,0
554     ,431     ,304   ,      , 554,0
555     ,431     ,304   ,      , 555,0
556     ,431     ,304   ,      , 556,0
557     ,430     ,304   ,      , 557,0
558     ,430     ,304   ,      , 558,0
559     ,430     ,304   ,      , 559,0
561     ,430     ,304   ,      , 561,0
