    0.438264    0.576042    0.718719    0.830161    0.872360    1.015975    1.428526    1.987160    2.180612    0.118692
    1.138127    1.497867    1.927084    2.482379    3.039976    3.589205    4.537765    5.353291    4.591528    0.768110
    0.378535    0.510678    0.642333    0.761224    0.807158    0.801007    0.901806    1.035258    1.030121    0.128825
    3.107290    4.169267    5.396443    6.971294    8.860552   12.488400   19.278137   29.899096   44.441273    0.205861
    3.135431    4.199378    5.404492    6.920879    8.662692   11.960086   18.159300   27.863964   39.928658   15.406894
    3.016708    4.033225    5.219012    6.820695    8.996119   13.106635   20.552387   32.350048   49.872143    0.248729
    1.295372    1.779729    2.457181    3.537283    5.324594    8.546969   14.318268   23.445475   37.585800    2.172956
    1.326748    1.826901    2.523979    3.646962    5.491521    8.744659   14.468407   23.416023   36.920425    2.416436
    0.609900    0.865307    1.244864    1.799266    2.589365    3.368119    4.509868    6.290890    7.966187    3.873730
    0.517570    0.696321    0.911942    1.202596    1.541396    1.847788    2.156800    2.353582    2.465611    2.864619
    0.534345    0.717924    0.940143    1.222597    1.567779    1.905799    2.318903    2.686749    2.984971    3.135582
    0.531740    0.706695    0.916097    1.192563    1.517091    1.801838    2.099398    2.305875    2.467844    2.793577
    0.446423    0.600390    0.766622    0.910896    0.931649    1.040476    1.392157    1.848292    1.952898    1.945268
    0.555839    0.761614    1.021367    1.347017    1.734162    2.110279    2.481007    2.774792    3.099823    4.145811
    0.556974    0.762835    1.022421    1.346790    1.732287    2.112262    2.493407    2.817561    3.222378    4.520884
    0.514844    0.694926    0.909835    1.198381    1.533676    1.833543    2.122189    2.264589    2.247674    2.072180
    0.539879    0.726329    0.951311    1.235431    1.581002    1.920664    2.351612    2.800703    3.312011    4.315789
    0.539805    0.726745    0.950622    1.231922    1.576278    1.921546    2.357182    2.793344    3.267737    4.088682
    0.537299    0.723411    0.947751    1.230693    1.574952    1.906971    2.316419    2.711832    3.107827    3.843614
    0.533002    0.708996    0.918573    1.196009    1.522686    1.811945    2.116457    2.339691    2.542951    3.084275
    0.537791    0.724002    0.949028    1.232466    1.575616    1.908030    2.317729    2.707432    3.075210    3.522052
    0.662289    0.934052    1.345054    1.927656    2.691780    3.260841    3.887671    4.648772    6.089237    5.998321
    0.481325    0.649064    0.831903    1.066213    1.342606    1.601504    1.914848    2.192480    2.417094    2.135186
    0.475096    0.640201    0.832695    1.078137    1.358138    1.618994    1.989672    2.430563    2.900047    3.449770
    0.538485    0.724354    0.947731    1.229675    1.574331    1.914754    2.336513    2.731885    3.104023    3.564815
    0.561105    0.766322    1.023520    1.347397    1.732287    2.109375    2.472234    2.725183    2.925630    3.487331
    0.642710    0.893175    1.259325    1.756365    2.378427    2.706763    2.968624    3.044913    3.208079    4.083044
    0.396357    0.542407    0.698815    0.852506    0.958113    1.231195    1.810179    2.611687    2.568953    0.336173
    0.396385    0.542126    0.697324    0.849643    0.954417    1.226074    1.802207    2.599674    2.553795    0.318628
    1.319115    1.853582    2.622820    3.867233    5.845223    9.170619   14.846259   23.878380   37.300526    2.270511
    1.328823    1.850822    2.591868    3.790712    5.794311    9.501203   16.182785   26.841429   43.415482    2.405025
    1.160589    1.597295    2.188931    3.144342    4.556862    6.649157    9.918082   14.379421   21.258242    1.915825
    0.514051    0.693690    0.908605    1.197687    1.534887    1.837429    2.131160    2.286026    2.298676    2.260941
-9999.
    3.005544    4.017845    5.199017    6.793096    8.954166   13.039845   20.457029   32.243973   50.086411    0.252373
    1.247957    1.726924    2.384311    3.448187    5.199812    8.304329   13.841321   22.463959   35.239006    2.729239
    2.929705    3.912409    5.014237    6.408309    8.020891   10.877471   16.025770   23.779251   31.562988   18.692448
-9999.
-9999.
    0.515283    0.695553    0.911341    1.201522    1.539588    1.845786    2.152789    2.342885    2.438775    2.762259
    0.513861    0.693298    0.908429    1.199311    1.539588    1.849146    2.161532    2.365030    2.495628    2.976950
    0.476648    0.645060    0.845650    1.093885    1.371579    1.655172    2.112547    2.740751    3.487631    4.140608
    0.637401    0.881493    1.245119    1.749985    2.388697    2.745033    2.993186    3.056114    3.205653    4.135078
    0.636191    0.879380    1.241836    1.744577    2.380232    2.736828    2.985820    3.043497    3.173729    4.027054
    0.633674    0.880288    1.244501    1.749429    2.387952    2.751936    3.020510    3.133577    3.404826    4.784019
    3.741499    5.326013    7.807119   11.551495   17.400845   27.969227   46.948788   77.918228  122.943497    7.585686
    0.667421    0.941058    1.354685    1.940154    2.706833    3.282845    3.979592    4.922870    6.668128    5.266537
    1.231431    1.692517    2.281362    3.061724    3.915466    4.871773    6.421480    8.085892    9.814946    6.035121
-9999.
-9999.
    0.385871    0.510011    0.646022    0.769465    0.762521    0.812588    0.982977    1.134495    0.954134    0.071166
    0.445701    0.599199    0.765088    0.909365    0.930432    1.039390    1.390588    1.845164    1.945863    1.930302
    3.014566    4.028678    5.210304    6.803655    8.956442   13.008617   20.349590   31.965786   49.107555    0.236788
-9999.
-9999.
-9999.
    0.439382    0.606007    0.779517    0.945899    0.981298    1.091422    1.439763    1.907841    1.959108    1.773224
    0.517335    0.684518    0.881861    1.142626    1.437744    1.663713    1.841127    1.874728    1.819814    1.885455
    0.636998    0.880679    1.244222    1.749453    2.387960    2.744543    2.991554    3.047761    3.180167    4.045987
    0.635977    0.882665    1.245400    1.751281    2.392062    2.752219    3.002099    3.055768    3.171889    3.934009
    1.386493    1.930397    2.702996    3.962240    6.031356    9.751239   16.356234   26.787481   42.780277    2.681433
