S04AK050-001,0.007101,22.000000,42.000000,42.531786
S04AK050-001,0.027925,24.000000,41.000000,42.531786
S04AK050-001,0.062259,24.000000,41.000000,42.531786
S04AK050-001,0.118865,22.000000,44.000000,42.531786
S04AK050-001,0.212193,22.000000,45.000000,42.531786
S04AK050-001,0.366066,21.000000,48.000000,4.321521
S04AK050-001,0.619759,20.000000,44.000000,4.321521
S04AK050-001,1.038027,23.000000,41.000000,4.321521
S04AK050-001,1.727635,23.000000,45.000000,0.000000
S04AK050-001,2.864607,24.000000,54.000000,0.000000
S04AK050-002,0.007101,14.000000,46.000000,29.269186
S04AK050-002,0.027925,14.000000,46.000000,29.269186
S04AK050-002,0.062259,14.000000,47.000000,29.269186
S04AK050-002,0.118865,15.000000,48.000000,29.269186
S04AK050-002,0.212193,14.000000,52.000000,29.269186
S04AK050-002,0.366066,15.000000,54.000000,1.192144
S04AK050-002,0.619759,15.000000,59.000000,1.192144
S04AK050-002,1.038027,14.000000,55.000000,1.192144
S04AK050-002,1.727635,16.000000,53.000000,0.000000
S04AK050-002,2.864607,13.000000,62.000000,0.000000
00AK068010,0.007101,33.000000,30.000000,14.634593
00AK068010,0.027925,35.000000,29.000000,14.634593
00AK068010,0.062259,35.000000,29.000000,14.634593
00AK068010,0.118865,28.000000,35.000000,14.634593
00AK068010,0.212193,29.000000,35.000000,14.634593
00AK068010,0.366066,27.000000,40.000000,2.086252
00AK068010,0.619759,26.000000,40.000000,2.086252
00AK068010,1.038027,30.000000,38.000000,2.086252
00AK068010,1.727635,28.000000,42.000000,0.000000
00AK068010,2.864607,28.000000,42.000000,0.000000
S04AK-068-001,0.007101,28.000000,40.000000,29.726518
S04AK-068-001,0.027925,30.000000,39.000000,29.726518
S04AK-068-001,0.062259,30.000000,39.000000,29.726518
S04AK-068-001,0.118865,23.000000,44.000000,29.726518
S04AK-068-001,0.212193,24.000000,44.000000,29.726518
S04AK-068-001,0.366066,21.000000,48.000000,5.960719
S04AK-068-001,0.619759,21.000000,47.000000,5.960719
S04AK-068-001,1.038027,25.000000,47.000000,5.960719
S04AK-068-001,1.727635,25.000000,49.000000,0.000000
S04AK-068-001,2.864607,25.000000,49.000000,0.000000
S04AK-068-003,0.007101,28.000000,40.000000,29.726518
S04AK-068-003,0.027925,30.000000,39.000000,29.726518
S04AK-068-003,0.062259,30.000000,39.000000,29.726518
S04AK-068-003,0.118865,23.000000,44.000000,29.726518
S04AK-068-003,0.212193,24.000000,44.000000,29.726518
S04AK-068-003,0.366066,21.000000,48.000000,5.960719
S04AK-068-003,0.619759,21.000000,47.000000,5.960719
S04AK-068-003,1.038027,25.000000,47.000000,5.960719
S04AK-068-003,1.727635,25.000000,49.000000,0.000000
S04AK-068-003,2.864607,25.000000,49.000000,0.000000
S03AK-090-006,0.007101,28.000000,40.000000,56.251715
S03AK-090-006,0.027925,30.000000,39.000000,56.251715
S03AK-090-006,0.062259,30.000000,39.000000,56.251715
S03AK-090-006,0.118865,23.000000,44.000000,56.251715
S03AK-090-006,0.212193,24.000000,44.000000,56.251715
S03AK-090-006,0.366066,21.000000,48.000000,7.748935
S03AK-090-006,0.619759,21.000000,47.000000,7.748935
S03AK-090-006,1.038027,25.000000,47.000000,7.748935
S03AK-090-006,1.727635,25.000000,49.000000,0.000000
S03AK-090-006,2.864607,25.000000,49.000000,0.000000
S07AK001-007,0.007101,33.000000,30.000000,36.586482
S07AK001-007,0.027925,35.000000,29.000000,36.586482
S07AK001-007,0.062259,35.000000,29.000000,36.586482
S07AK001-007,0.118865,28.000000,35.000000,36.586482
S07AK001-007,0.212193,29.000000,35.000000,36.586482
S07AK001-007,0.366066,27.000000,40.000000,4.470539
S07AK001-007,0.619759,26.000000,40.000000,4.470539
S07AK001-007,1.038027,30.000000,38.000000,4.470539
S07AK001-007,1.727635,28.000000,42.000000,0.000000
S07AK001-007,2.864607,28.000000,42.000000,0.000000
S07AK001-008,0.007101,33.000000,30.000000,36.586482
S07AK001-008,0.027925,35.000000,29.000000,36.586482
S07AK001-008,0.062259,35.000000,29.000000,36.586482
S07AK001-008,0.118865,28.000000,35.000000,36.586482
S07AK001-008,0.212193,29.000000,35.000000,36.586482
S07AK001-008,0.366066,27.000000,40.000000,4.470539
S07AK001-008,0.619759,26.000000,40.000000,4.470539
S07AK001-008,1.038027,30.000000,38.000000,4.470539
S07AK001-008,1.727635,28.000000,42.000000,0.000000
S07AK001-008,2.864607,28.000000,42.000000,0.000000
92AK185003,0.007101,18.000000,43.000000,100.000000
92AK185003,0.027925,18.000000,43.000000,100.000000
92AK185003,0.062259,18.000000,43.000000,100.000000
92AK185003,0.118865,18.000000,43.000000,100.000000
92AK185003,0.212193,18.000000,43.000000,100.000000
92AK185003,0.366066,18.000000,43.000000,88.963731
92AK185003,0.619759,18.000000,43.000000,88.963731
92AK185003,1.038027,18.000000,43.000000,88.963731
92AK185003,1.727635,18.000000,43.000000,0.000000
92AK185003,2.864607,18.000000,43.000000,0.000000
93AK185002,0.007101,20.000000,61.000000,22.409220
93AK185002,0.027925,20.000000,61.000000,22.409220
93AK185002,0.062259,20.000000,61.000000,22.409220
93AK185002,0.118865,20.000000,61.000000,22.409220
93AK185002,0.212193,20.000000,61.000000,22.409220
93AK185002,0.366066,20.000000,62.000000,0.894108
93AK185002,0.619759,20.000000,62.000000,0.894108
93AK185002,1.038027,20.000000,62.000000,0.894108
93AK185002,1.727635,20.000000,62.000000,0.000000
93AK185002,2.864607,20.000000,62.000000,0.000000
