DOY,ISAMDYN,Measured
214,52.90715774,58.377403
215,54.35970238,60.96365269
216,50.17186012,54.44249882
217,52.29822917,56.0860802
218,52.00159226,58.48001273
219,50.1869494,51.17724897
220,49.95599702,54.92323708
221,48.10904762,52.68341896
222,45.8638244,51.27185066
223,44.15421131,54.32323341
224,41.80352679,48.15055015
225,45.94488095,50.38443881
226,44.58022321,55.24130997
227,45.67236607,53.53318304
228,44.09443452,42.23665051
229,43.14669643,42.30320264
230,40.69052083,43.40822288
231,43.83160714,50.61494657
232,41.366875,46.95738024
233,43.19340774,45.49730766
234,37.1249256,42.51139461
235,39.99607143,42.16483402
236,39.06032738,43.49161375
237,35.47220238,41.63187861
238,38.99508929,45.69514448
239,35.441875,40.28026252
240,38.6718006,37.99530974
241,36.45641369,37.0349185
242,37.6810119,34.12859433
243,30.97120536,34.19261717
244,30.91613095,35.78287804
245,34.04095238,41.04407518
246,30.38322917,37.01632724
247,33.14029762,35.3090852
248,32.13285714,33.68837466
249,29.9644494,34.03745948
250,30.58491071,32.29168389
251,27.1546131,31.71497367
252,26.21790179,31.99220482
253,27.64662202,29.53697022
254,29.59217262,32.80776198
255,24.07861607,30.06646315
256,27.20425595,31.59972852
257,31.36004464,33.71896246
258,28.97019345,30.57946312
259,26.9739881,26.95613623
260,23.7849256,22.17593885
261,21.62928571,26.47532492
262,20.16644345,28.42908933
263,20.46068452,25.55254854
264,22.49221726,24.84173939
265,20.98666667,28.40250152
266,21.55129464,24.61416163
267,22.96485119,27.55152692
268,19.54688988,22.09490724
269,20.19462798,26.17581974
270,15.62302083,22.01069939
271,15.0600744,18.60747695
272,15.93334821,21.51413093
273,15.58611607,20.07938682
274,17.95452381,19.0876459
275,16.25395833,17.05465949
276,16.57291667,17.17559205
277,13.04822917,15.64919958
278,13.56220238,17.30547163
279,14.10970238,15.16354737
280,14.82758929,13.50562754
281,15.20385417,14.39853696
282,14.42357143,14.13785752
283,10.95974702,13.46062244
284,11.23247024,8.055702047
285,10.17815476,11.11222985
286,8.667440476,10.75224474
287,6.84625,11.61063887
288,9.887872024,9.084222757
289,8.534955357,11.10299906
290,8.596145833,11.02651627
291,8.435952381,7.815361381
292,8.073809524,9.792800011
293,7.141026786,8.700829531
294,6.310342262,7.319135774
295,5.379002976,4.92470349
296,6.757559524,6.319509769
297,7.946309524,9.304171971
298,5.860014881,6.424558772
299,6.289925595,6.109693024
300,5.216532738,6.332590791
301,6.278452381,5.798371497
302,4.833333333,4.148910774
303,4.207752976,6.54153072
304,4.602514881,5.804151396
305,4.85016369,6.541485166
306,3.952172619,5.939394537
307,4.388020833,6.006613074
308,3.140535714,5.823868826
309,3.331220238,5.689029275
310,4.636770833,6.52297515
311,2.867380952,6.085025107
312,3.332202381,6.218162082
313,2.718258929,4.744274592
314,4.076532738,5.449159405
315,4.447544643,6.29573823
316,3.045297619,4.685935966
317,1.790014881,3.440553271
318,2.243199405,4.015170825
319,1.845610119,2.525026338
320,2.285833333,4.161380989
321,1.842470238,2.436682043
322,2.157247024,3.718891055
323,2.603854167,4.200286911
324,2.750833333,3.954076558
325,2.768422619,2.864126322
326,3.091651786,4.47913083
327,3.496860119,3.196556578
328,3.769330357,2.739957443
329,3.13733631,2.56670258
330,2.160238095,2.23722983
331,2.0025,2.030972235
332,2.185104167,2.988159508
333,0.392291667,2.800438577
334,2.60139881,3.906370399
335,3.751458333,2.788635125
336,3.809449405,1.966002346
337,2.693541667,2.817624844
338,2.3365625,3.242737508
339,1.879761905,3.05902583
340,1.913854167,2.220923902
341,2.374791667,2.593312976
342,2.375223214,2.182213512
343,1.709002976,2.603600481
344,2.149598214,2.123675538
345,2.124092262,2.767562149
346,1.289077381,2.361524313
347,1.193958333,2.427760696
348,0.898452381,2.323693382
349,1.999925595,2.537697969
350,3.12577381,2.669616375
351,2.641502976,5.526543482
352,2.881175595,2.369504065
353,2.548824405,2.248166665
354,2.264092262,3.201575028
355,2.298883929,1.78506907
356,1.484732143,2.465867401
357,0.753809524,1.543145582
358,0.726681548,3.225599988
359,0.973467262,1.57553028
360,1.791949405,1.363490933
361,1.235193452,1.957549375
362,1.492916667,1.645400695
363,1.770877976,2.547555161
364,2.067068452,4.41711661
365,1.158005952,4.339644097
