DOY,ISAMDYN,Measured
161,76.98625,62.1557419
162,70.959375,74.71614052
163,51.455,66.07382409
164,24.649375,32.39994702
165,40.36125,38.50160498
166,18.139375,31.14723125
167,27.968125,37.47804144
168,54.4975,59.70299858
169,78.785625,79.35387924
170,40.505625,41.44987153
171,47.974375,49.96825238
172,13.371875,26.61578833
173,48.5325,53.45715327
174,47.524375,62.84017194
175,26.095625,28.11874534
176,39.446875,36.13932036
177,49.743125,46.05800915
178,17.966875,30.38719301
179,47.014375,43.53226255
180,59.86875,62.52027083
181,33.173125,53.77546879
182,32.18375,41.84884977
183,63.795,63.61937942
184,29.83125,29.71522192
185,39.511875,44.27548003
186,51.28875,43.54574193
187,58.613125,61.98088093
188,69.48,56.76380382
189,79.25625,68.56565405
190,42.481875,56.50724792
191,70.03625,71.63254016
192,61.558125,76.51243356
193,32.828125,43.28798806
194,63.5975,71.07957581
195,74.5425,89.0462963
196,60.040625,85.4375
197,63.409375,69.0162037
198,42.47625,62.88973252
199,49.339375,77.97318727
200,37.4,44.37384259
201,44.140625,52.23606713
202,24.400625,2.712962963
203,45.740625,56.36553704
204,35.42375,44.93294894
205,25.244375,40.50591105
206,23.761875,39.92621267
207,26.545,21.04861111
208,14.909375,7.970113715
209,28.514375,0.49537037
210,37.269375,42.01986979
211,44.421875,60.77083333
212,54.309375,60.78472222
213,54.075,61.88572257
214,50.608125,66.50880278
215,55.400625,60.78472222
216,49.883125,48.87847222
217,60.62875,78.69444444
218,40.211875,48.39699074
219,48.17125,70.12152778
220,36.594375,71.50694444
221,49.44,59.86675596
222,43.999375,61.57175926
223,50.57125,68.42592593
224,35.526875,54.94561407
225,54.74625,48.87731481
226,36.191875,27.41087963
227,55.903125,53.30402816
228,56.24375,66.03819444
229,31.79375,44.73555955
230,49.31,65.71759259
231,26.3925,43.44550289
232,25.6475,42.44387645
233,46.081875,53.77353365
234,16.86,9.642361111
235,31.88625,42.39699074
236,32.501875,56.99749074
237,34.920625,49.92775382
238,16.930625,34.71160161
239,19.685,32.7894734
240,15.851875,66.05439815
241,3.350625,15.81268229
242,13.855625,6.253472222
243,21.13875,38.17859144
244,31.14125,47.5150463
245,-3.181875,19.06058152
246,8.853125,35.15639954
247,2.803125,19.88280336
248,17.8375,27.01016609
249,14.248125,14.50802737
250,22.038125,20.52436892
251,-10.926875,-36.45759031
252,-6.86,-21.77936403
253,14.759375,-3.209490741
254,1.0125,11.52430556
255,-2.100625,8.842767471
256,4.296875,-0.072785625
257,21.63875,6.373097454
258,-3.010625,11.23930116
259,-5.679375,18.49329664
260,10.28875,1.333196499
261,20.4925,20.37697494
262,22.36125,27.71925679
263,19.20875,29.96356684
264,-6.295625,7.090551759
265,17.22125,24.94423003
266,-2.530625,10.5922059
267,14.54375,28.67425563
268,18.519375,28.6656287
269,17.324375,28.00545137
270,15.745625,35.15593996
271,22.859375,29.91930888
272,3.69125,14.72680405
273,14.51125,15.58477889
274,-15.463125,-10.52164473
275,-20.86125,-54.28356481
276,-2.696875,12.09309347
277,-34.3725,-31.84418484
278,-5.21,-0.822454259
279,-4.728125,8.655599588
280,-13.638125,-4.703083499
281,-14.5725,5.054724556
282,-30.994375,-26.61698494
283,-32.30375,-14.26170023
284,-31.258125,-22.94728194
285,4.25375,9.397391794
286,-5.6,-6.518421574
287,4.93,14.89016891
288,3.57625,13.43759344
289,3.386875,15.71434058
290,-5.030625,3.262419046
291,-3.03875,1.033109444
292,-9.25,3.615810802
293,1.4875,9.55818922
294,2.833125,12.9886683
295,-10.843125,-15.4334147
296,-3.95625,-5.2215
297,-2.70875,-6.170111352
298,-3.5825,-2.599828863
299,-2.661875,9.390952596
300,-1.60875,8.462962963
301,-9.9475,-2.162856105
302,-14.47375,-5.811914803
303,-2.851875,17.34145194
304,-3.40375,4.602126243
305,-12.40875,-11.40277778
306,-11.42625,-13.35300926
307,-1.92125,9.381944444
308,-2.260625,-0.796992722
309,-7.621875,13.39930556
310,-6.910625,8.723928458
311,-12.445625,-0.035701341
312,-10.019375,7.732017188
313,-4.538125,-24.03819444
314,-4.210625,-3.819715111
315,-7.7625,-4.956018519
316,-8.10875,-3.021990741
317,-9.011875,-17.45486111
318,-10.63875,-1.55973937
319,-13.015625,-2.96875
320,-7.154375,-17.33101852
321,-6.085,-10.09490741
322,-13.6775,10.2337963
323,-13.4775,20.17592593
324,-16.23625,21.71180556
325,-13.915,-2.811342593
326,-11.25,-6.443287037
327,-9.799375,-8.045138889
328,-7.25625,-3.106481481
329,-9.519375,1.485777834
330,-5.23375,-4.085648148
331,-9.54,-20.90972222
332,-15.684375,2.34375
333,-17.029375,6.404703074
334,-12.391875,-5.138888889
335,-10.61625,-3.394675926
336,-3.01625,30.67880188
337,-8.885,-6.932027604
338,-10.415625,3.042397106
339,-16.576875,-20.86342593
340,-19.446875,-10.7974537
341,-13.806875,-10.60300926
342,-16.9075,-4.552083333
343,-19.6175,-1.947916667
344,-23.7475,-8.541666667
345,-20.190625,-22.2962963
346,-16.289375,2.219907407
347,-15.175,-6.572916667
348,-21.36625,1.261574074
349,-22.613125,12.03587963
350,-14.05625,-11.28819444
351,-17.850625,12.94675926
352,-16.2575,-2.253472222
353,-22.22875,12.25347222
354,-16.48875,-6.392361111
355,-16.720625,-0.08912037
356,-11.09375,-1.075231481
357,-11.843125,-1.246527778
