DOY,ISAMDYN,ISAMBC,Measured
308,9.8125,4.0625,-10.99530833
309,6.46125,1.64375,-16.02717364
310,8.505,2.9875,-13.76127327
311,-7.625,-13.98625,-9.999851885
312,8.53,2.44875,-13.65239742
313,7.97625,3.49,-16.67926905
314,9.70875,3.3725,-24.41095926
315,8.92875,2.99625,-6.957237227
316,-3.01875,-8.18,-16.95345637
317,-6.68,-10.08625,-20.07041667
318,-7.1825,-12.1125,-21.51900956
319,-10.37625,-14.07,-18.01616485
320,-3.15625,-9.0125,-18.4888837
321,-4.4325,-7.94125,-21.35179721
322,-10.14625,-13.84375,-23.12723368
323,-15.17875,-18.4375,-19.92007299
324,-16.36125,-20.60625,-22.91435193
325,-10.0775,-14.15375,-23.39755208
326,-0.105,-4.72,-19.17359306
327,-8.06625,-11.595,-15.44568839
328,-14.1175,-15.1025,-16.36263578
329,-1.51875,-4.17875,-30.1553431
330,-16.8,-17.74,-15.74745127
331,-7.83375,-10.12375,-16.23363068
332,-7.06875,-9.74,-20.86861007
333,-14.53125,-18.395,-4.063637004
334,-6.08125,-8.94,-11.25743512
335,-4.6,-6.91625,-15.19205671
336,-16.43125,-20.295,-27.28501131
337,-18.88875,-20.9925,-19.1873544
338,2.605,-1.0325,-7.464369226
339,1.45375,-3.025,-16.78766412
340,-14.1075,-17.165,-13.99878467
341,-15.65,-18.575,-21.90330006
342,-0.65375,-3.78125,-25.81514243
343,-8.11375,-12.28625,-28.14637619
344,-15.3125,-18.16375,-12.11255983
345,-23.66,-25.6,-24.45296467
346,-14.37125,-17.725,-27.79711661
347,-33.1325,-33.62625,-30.76510347
348,-15.8425,-18.2775,-25.98040625
349,-9.595,-10.22625,-22.92857649
350,-28.54625,-27.8075,-23.79006602
351,-29.635,-28.29625,-36.75566982
352,-19.07125,-17.38375,-31.76813839
353,0.75625,-2.29,-42.25350268
354,-14.3475,-15.985,-28.24254375
355,-9.43625,-11.30125,-18.93277098
356,-3.355,-6.19,-13.34806289
357,1.43,-2.7075,-18.01053278
358,-6.17375,-9.53875,-28.92383003
359,-6.83375,-9.86,-29.93521667
360,-25.01375,-24.62375,-32.92921339
361,-27.22375,-28.0025,-17.35483852
362,-1.4775,-5.26375,-25.4284219
363,-5.59,-8.4325,-1.053007606
364,3.6475,0.0075,-9.200700954
365,-0.01625,-3.9425,-9.85747705
