DOY,ISAMDYN,ISAMBC,Measured
186,40.0325,69.105,66.21818316
187,52.7025,94.78,75.78422049
188,61.955,103.4225,99.84904427
189,126.9625,178.5425,93.10070341
190,121.19,171.0225,111.2913044
191,64.43,100.635,106.1998105
192,83.4575,121.4175,95.08522222
193,97.6525,139.585,103.2776904
194,94.535,134.6375,94.57460301
195,99.6925,140.88,51.94420949
196,64.7675,92.735,94.21890162
197,98.0725,141.38,95.46784375
198,84.15,115.03,71.24516811
199,100.9575,136.95,92.21758738
200,65.6675,92.205,70.60527546
201,70.9425,101.1275,80.79974624
202,79.2125,112.165,108.9684896
203,80.79,120.015,68.01872164
204,95.91,136.185,81.89258738
205,29.245,53.14,39.52285475
206,63.255,88.725,85.83779369
207,63.02,88.8025,70.25049797
208,65.03,95.6125,68.05079716
209,91.78,124.0875,100.1386586
210,61.845,86.655,59.78943287
211,58.595,86.4425,54.39238918
212,71.7775,100.3025,85.54985851
213,74.1325,106.2025,91.915114
214,75.555,108.805,103.9624734
215,48.5025,76.51,86.96620457
216,67.05,97.7625,63.1707011
217,57.2425,83.2675,66.29826649
218,46.8975,71.3425,55.46906076
219,54.4625,82.2125,55.61659606
220,45.6725,68.8625,80.66355339
221,60.35,88.0925,81.26152459
222,65.7075,95.77,71.03085098
223,44.825,69.895,58.68306771
224,49.3925,68.585,91.28311632
225,36.325,56.3525,30.96766233
226,57.56,86.8575,95.51040365
227,42.025,66.3625,53.764761
228,71.11,100.3425,64.67023524
229,56.1975,84.96,69.20195139
230,83.0125,120.49,98.69419329
231,51.5025,84.015,86.81431568
232,55.6825,76.64,83.60105527
233,77.865,108.23,78.78153993
234,54.025,83.735,53.53796759
235,45.9075,78.8025,61.96263918
236,55.045,86.7275,75.66834578
237,52.7375,77.6025,91.6420298
238,58.4025,79.73,93.5026331
239,46.8275,66.3675,63.17211603
240,42.045,62.755,57.78217274
241,51.6825,78.0175,78.92131424
242,53.8225,84.7325,74.750307
243,28.5125,45.49,48.16092578
244,18.31,32.765,26.75551273
245,17.2175,27.655,19.3479184
246,44.6675,64.895,19.85314236
247,45.1975,70.625,58.86211024
248,30.44,53.67,30.15748264
249,18.85,30.465,35.13965495
250,24.265,37.55,35.80140451
251,46.5225,66.725,63.65614323
252,26.645,50.6475,55.24039236
253,38.6875,65.945,56.16776591
254,22.775,37.795,42.42044126
255,28.805,42.7075,56.85138397
256,29.4825,41.875,60.98211762
257,45.35,62.7075,47.11049653
258,37.865,52.1575,38.91508044
259,33.6,47.7275,23.59283767
260,23.5175,35.54,42.61642795
261,20.3825,32.205,28.78389236
262,29.8375,40.205,36.414398
263,26.2,38.555,19.18868663
264,29.3475,41.7525,21.73931481
265,41.6675,53.135,44.67589873
266,52.7575,63.1325,45.35940654
267,30.1775,39.3925,43.20557841
268,31.8325,46.255,43.87964988
269,25.8075,37.66,32.68005584
270,29.64,38.9975,35.46680527
271,14.595,21.68,35.86520602
272,7.3275,15.9325,16.45126591
273,34.4775,46.4475,33.32518895
274,29.8725,39.0525,47.36527257
275,26.815,37.2225,28.43125752
276,17.365,27.095,12.97276823
277,37.3325,49.915,43.4099401
278,25.6625,37.62,22.46146528
279,17.06,26.42,33.82281916
280,12.5425,21.6025,39.24191667
281,36.47,50.615,40.59663426
282,19.0275,31.1075,25.62998409
283,8.0475,17.125,35.40367911
284,14.47,20.5125,24.44617188
285,25.71,32.59,35.48540408
286,14.0375,22.89,42.54276331
287,4.67,7.0475,12.88381597
288,12.1875,20.7325,40.76181366
289,10.8625,15.0375,42.31530642
290,9.5225,11.76,24.82995602
291,10.33,14.58
292,10.0275,13.1375,22.52241638
293,10.2625,13.26,18.66673698
294,11.97,14.5925,17.7401088
295,17.735,21.8975,19.91715654
296,20.0225,25.4975,27.08356192
297,4.9775,9.865,14.23084375
298,14.22,17.52,12.80650926
299,16.285,15.5225,21.56117853
300,-10.29,-8.57,17.05863455
301,-0.61,8.025,17.50286603
302,14.4675,22.3475,26.02711024
303,-6.9175,-0.8725,8.920147569
304,6.4625,13.1525,16.67727546
305,1.1075,11.5675,6.664551215
306,15.1075,22.575,10.67853559
307,16.27,19.2,21.03115799
308,11.02,12.6825,9.195406829
309,2.9425,6.3,10.4144864
310,22.95,27.7775,35.10111806
311,21.5175,27.975,18.39210185
312,1.3725,3.7225,12.35781019
313,10.43,13.3725,17.72929803
314,4.575,9.675,10.97866609
315,7.3775,13.345,16.28617593
316,-1.27,1.4425,15.26395573
317,-2.9075,-1.865,10.88081076
318,-11.8925,-9.9975,11.01661328
319,1.32,2.95,14.90483681
320,-1.3975,-0.975,9.376951389
321,-18.9525,-16.5675,3.938819878
322,-8.9275,-5.5875,0.322007813
323,0.985,8.63,6.751121238
324,0.175,3.355,5.971777488
325,-8.075,-3.6725,5.965888021
326,-11.1925,-5.785,1.054342882
327,-0.34,3.6225,8.954771412
328,-7.3675,-2.275,6.34434375
329,-7.005,-0.9325,1.162458333
330,-4.15,1.205,1.052569444
331,-5.9125,-3.7,3.403236111
332,-12.4075,-10.345,2.052452257
333,-7,1.4625,13.291614
334,-5.5725,-3.025,7.216737269
335,-7.0375,-5.4525,5.879216146
336,-4.9075,-6.8875,5.865233507
337,2.3075,3.575,6.777602431
338,-8.4325,-4.715,3.438119792
